angDist,ID,RA,Dec,Obs date,Sem,RA_search,Dec_search,TIC,owner,name,date,wav,rho,theta,B/A,delm,see,rho*see,notes,g_group,ap_type,j-k,period,power,sigma,ra_tic,dec_tic,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected
0.007243,,,,,,,,93833201,,,,,,,,,,,,16,Pipeline,0.821999999999999,28.0,0,0.029644468272092,130.39984915235,-53.15745226994,130.39984969336,-53.15745425568,0.001,0.001,100,5318490545615836032,130.39966670605,0.0385,-53.15735061092,0.0425,6.6704,0.0443,150.4282,33.96,-24.688,0.054,23.32,0.06,339,-0.3258,359.37,0.07,0.2507,31,,,26,0.986,0,4114.77,3.88777,16.651505,540.805,8.64501,18.50594,5708.89,15.356517,3.149423,,,0,,,,,465717913,,0.00294,0.017579,0.004463,16.651505,0.00294,4114.77
0.00068,,,,,,,,93833575,,,,,,,,,,,,17,Pipeline,0.881,5.44906101002238,0,0.034939077513384,130.37149577839,-53.27285264199,130.37149601172,-53.27285251478,0.001,0.001,116,5318477759489411072,130.37131113723,0.0532,-53.27275309003,0.0588,6.7078,0.0595,112.7904,33.455,-24.875,0.07,22.371,0.075,329,0.3355,366.16,0.192,1.064,31,,,26,1.012,0,2638.43,3.0314,17.134005,325.579,6.6106,19.056902,3661.83,15.838651,3.218251,,,0,,,,,465736646,,0.003025,0.022221,0.005395,17.134005,0.003025,2638.43
0.00171,,,,,,,,93833806,,,,,,,,,,,,14,Threshold,0.869999999999999,28.0,0,0.025214567289952,130.46478875768,-53.34988462489,130.46478850037,-53.34988417532,0.0,0.0,114,5318476423763513344,130.46460572159,0.0156,-53.34978104918,0.0173,6.545,0.018,364.3696,33.779,-24.549,0.021,23.203,0.023,310,-0.175,294.37,0.0,0.0,31,,,26,0.992,0,25268.8,38.4856,14.680906,5463.18,43.6126,15.994928,30169.5,13.548975,2.445953,,,0,,,,,465735670,,0.003213,0.009105,0.005215,14.680906,0.003213,25268.8
0.008001,,,,,,,,93834269,,,,,,,,,,,,16,Percentile,0.868,28.0,0,0.028481762447472,130.49025009659,-53.51914144746,130.49025098928,-53.51914360553,0.001,0.001,115,5318282566122736256,130.49006381018,0.0369,-53.51903560612,0.0475,6.7468,0.0436,154.8858,34.892,-25.04,0.049,24.3,0.055,293,0.6581,326.11,0.104,0.6203,31,,,24,1.026,0,5044.33,4.11313,16.430359,728.478,9.02955,18.1825,6810.01,15.165026,3.017475,,,0,,,,,465539399,,0.002894,0.013744,0.00413,16.430359,0.002894,5044.33
0.001213,,,,,,,,93835400,,,,,,,,,,,,16,Threshold,0.908999999999999,16.8644220923929,0,0.028303928226654,130.40328857903,-53.93386103634,130.40328903223,-53.93386083066,0.001,0.001,12,5317886329617953536,130.40309688059,0.0495,-53.93375267912,0.0451,6.7095,0.0508,132.1282,35.214,-25.453,0.064,24.334,0.054,314,5.752,541.6,0.29,5.123,31,,,25,1.239,0,4768.72,4.62145,16.491362,563.81,9.19305,18.46071,6763.71,15.172434,3.288277,,,0,,,,,465544162,,0.002949,0.017922,0.004292,16.491362,0.002949,4768.72
0.005675,,,,,,,,93835716,,,,,,,,,,,,17,Pipeline,0.843,28.0,0,0.028430621799776,130.6339567181,-53.86106310781,130.6339552991,-53.86106444387,0.001,0.001,106,5317887802784122880,130.63376669055,0.0508,-53.86096184704,0.0547,6.514,0.0563,115.783,34.048,-25.027,0.064,23.084,0.066,324,-2.1498,298.32,0.0,0.0,31,,,24,0.915,0,2767.82,2.85371,17.082024,344.816,9.02107,18.994572,3870.19,15.778564,3.216008,,,0,,,,,465541909,,0.002974,0.028542,0.004613,17.082024,0.002974,2767.82
0.001813,,,,,,,,93836256,,,,,,,,,,,,15,Pipeline,0.872000000000002,28.0,0,0.028505780585997,130.59648040904,-53.6885424282,130.59647968805,-53.68854216088,0.0,0.0,89,5318277412161521024,130.59629065029,0.0192,-53.68844279907,0.0225,6.5703,0.0213,307.8741,33.678,-25.187,0.025,22.356,0.028,389,3.3867,494.47,0.078,1.226,31,,,25,1.124,0,14690.6,9.17819,15.26977,2681.38,14.9546,16.767645,18626.8,14.072547,2.695098,,,0,,,,,465538854,,0.002838,0.006667,0.00434,15.26977,0.002838,14690.6
0.000277,,,,,,,,93836787,,,,,,,,,,,,14,Pipeline,0.904999999999999,20.1351934416799,0,0.024236366935723,130.6707877841,-53.50995703142,130.67078780952,-53.50995710683,0.0,0.0,109,5318283012799031808,130.6706074169,0.0132,-53.50985172629,0.016,6.6044,0.015,440.9335,33.835,-24.137,0.018,23.711,0.021,365,3.2886,434.06,0.047,0.9679,31,,,26,1.124,0,35151.8,32.8181,14.322498,8586.69,42.7222,15.503978,39980.4,13.243277,2.260701,,,0,,,,,465537627,,0.002936,0.00608,0.004483,14.322498,0.002936,35151.8
0.001483,IC2391f084218-5301,08:42:18.6,-53:01:57,20200112,GS2019B,08:42:18.6,-53:01:57,93911997,DOUGLAS,h212008_f1r,2020-01-12,716,0.044,103.778,0.998,0.0,0.8,0.035,a,13,Threshold,0.857000000000001,0.257736229061233,0,0.027312975739167,130.57731886432,-53.03246469949,130.57731818719,-53.03246463679,0.0,0.0,86,5318498688873909632,130.57714540197,0.0122,-53.03236095024,0.0149,6.6011,0.0143,463.0736,33.028,-23.379,0.017,23.33,0.019,315,11.4353,653.4,0.11,11.33,31,,,25,1.492,0,104248.0,61.2851,13.142198,28078.0,74.5975,14.217628,113942.0,12.106186,2.111442,,,0,,,,,465715945,,0.002828,0.004013,0.004023,13.142198,0.002828,104248.0
0.002191,,,,,,,,93912230,,,,,,,,,,,,13,Threshold,0.875,11.0071546505228,0,0.028799889658803,130.62786548381,-52.95957804127,130.62786459165,-52.95957775579,0.0,0.0,157,5318500063263771008,130.62768163597,0.0106,-52.95947647136,0.0116,6.6263,0.0124,534.1714,33.678,-24.797,0.015,22.789,0.014,310,0.8843,305.44,0.0,0.0,31,,,26,1.035,0,67776.5,62.6568,13.609669,20408.7,65.4767,14.564002,69733.7,12.639288,1.924714,,,0,,,,,465715588,,0.002932,0.004463,0.004385,13.609669,0.002932,67776.5
0.005877,IC2391b084214-5256,08:42:14.8,-52:56:02,20190522,GS2019A,08:42:14.8,-52:56:02,93912319,DOUGLAS,h630081_f1r,2019-05-22,832,0.048,352.441,0.751,0.31,0.91,0.043,"a,b",10,Percentile,0.558,0.223191866888371,0,0.026416161912088,130.56148236444,-52.93398094635,130.56148206468,-52.93397932389,0.0,0.0,74,5318500303781947776,130.56130034898,0.018,-52.93387696841,0.0209,6.7353,0.0209,322.8022,33.73,-24.643,0.023,23.03,0.026,268,16.6153,1853.53,0.189,42.24,31,,,24,1.804,0,1204600.0,1359.98,10.485261,588064.0,2216.51,10.914981,875629.0,9.892095,1.022886,,,0,,,,,465715770,,0.003016,0.004953,0.00477,10.485261,0.003016,1204600.0
0.002222,,,,,,,,93912428,,,,,,,,,,,,14,Threshold,0.901999999999999,17.759736141063,0,0.033519279561487,130.52054675722,-52.8983085894,130.52054601265,-52.89830816594,0.0,0.0,97,5318503533597353856,130.52036664938,0.0175,-52.89820475885,0.0199,6.6138,0.0199,331.8499,33.675,-24.344,0.024,23.267,0.025,292,2.6728,351.04,0.054,0.8223,31,,,26,1.112,0,22674.1,14.8626,14.798543,4632.91,21.4192,16.173908,27627.9,13.644525,2.529384,,,0,,,,,465716444,,0.002846,0.005743,0.003981,14.798543,0.002846,22674.1
0.006045,,,,,,,,93912895,,,,,,,,,,,,14,Pipeline,0.881,28.0,0,0.028930287609829,130.53664844375,-52.74711783891,130.53664770827,-52.74711945799,0.0,0.0,141,5318575482892257536,130.5364656537,0.0232,-52.74701549783,0.0238,6.6609,0.0262,253.8311,34.088,-24.796,0.029,23.391,0.028,290,18.216,914.56,0.225,23.03,31,,,25,1.852,0,45344.1,42.5083,14.046064,10510.6,46.5354,15.284469,52891.2,12.939438,2.345031,,,0,,,,,465710180,,0.002937,0.005558,0.004483,14.046064,0.002937,45344.1
0.005588,,,,,,,,93912903,,,,,,,,,,,,17,Pipeline,0.893000000000001,18.6393289841566,0,0.030813000603462,130.50561602614,-52.74505191158,130.50561664704,-52.74505341752,0.001,0.001,124,5318575654690961152,130.50543726416,0.0546,-52.74494779669,0.0603,6.629,0.0635,104.3568,34.084,-24.433,0.07,23.765,0.072,280,0.3247,325.78,0.238,1.791,31,,,23,1.013,0,3071.0,3.13258,16.969168,321.994,7.17462,19.068924,4455.96,15.625542,3.443382,,,0,,,,,465721528,,0.00297,0.024353,0.00414,16.969168,0.00297,3071.0
0.003776,,,,,,,,93914694,,,,,,,,,,,,13,Percentile,0.840999999999999,10.6943701779849,0,0.02712725999283,130.54709813255,-52.17311804555,130.54709693279,-52.17311729798,0.001,0.001,112,5318608536959995648,130.54691563491,0.0263,-52.17301518703,0.0298,6.4669,0.0303,213.1058,33.966,-25.017,0.035,22.975,0.036,358,36.6175,2302.4,0.333,72.27,31,,,26,2.657,0,60024.7,39.7404,13.741543,14034.9,42.719,14.970521,69655.7,12.640504,2.330017,,,0,,,,,440883341,,0.002848,0.004325,0.004106,13.741543,0.002848,60024.7
0.004793,,,,,,,,94103243,,,,,,,,,,,,16,Percentile,0.901,28.0,0,0.029518057529953,130.81453945665,-52.64704292282,130.81453853486,-52.64704171467,0.001,0.001,34,5318536037910263808,130.81435447173,0.0333,-52.64694077331,0.0365,6.5422,0.0383,170.8455,33.87,-25.127,0.044,22.712,0.042,341,2.6103,466.9,0.169,2.426,31,,,24,1.101,0,6801.19,6.04738,16.105904,864.119,9.4614,17.997108,9577.64,14.794749,3.202359,,,0,,,,,465708090,,0.00292,0.012211,0.004584,16.105904,0.00292,6801.19
0.001998,,,,,,,,94103916,,,,,,,,,,,,15,Percentile,0.824999999999999,17.9717586649551,0,0.025456393934131,130.70430830155,-52.87104840257,130.70430805823,-52.87104786725,0.001,0.001,141,5318524183800706048,130.7041192523,0.0309,-52.87094275781,0.0342,6.5669,0.0357,183.9673,34.883,-25.642,0.04,23.65,0.039,282,0.158,320.96,0.109,1.1,31,,,24,1.006,0,7812.16,8.04556,15.95544,975.226,10.4761,17.86578,10954.6,14.6489,3.21688,,,0,,,,,,,0.002974,0.011992,0.004256,15.95544,0.002974,7812.16
0.006826,,,,,,,,94104238,,,,,,,,,,,,17,Threshold,0.935,28.0,0,0.029340397245263,130.81304450883,-52.97303153568,130.81304358835,-52.97302972231,0.002,0.002,151,5318510989661480832,130.8128641732,0.086,-52.97292602761,0.0874,6.6496,0.0951,69.9151,33.694,-24.309,0.122,23.331,0.114,299,4.7236,494.85,0.563,5.535,31,,,23,1.2,0,1732.62,3.676,17.590612,177.406,7.97804,19.716124,2690.42,16.173346,3.542778,,,0,,,,,465709275,,0.003591,0.048906,0.004978,17.590612,0.003591,1732.62
0.001323,,,,,,,,94104511,,,,,,,,,,,,16,Percentile,0.91,28.0,0,0.030751772228762,130.70198032029,-53.05510751563,130.70197998074,-53.05510782132,0.001,0.001,110,5318486834764273792,130.70179636167,0.0393,-53.05500466063,0.0455,6.4237,0.0455,141.2447,33.991,-24.832,0.052,23.211,0.056,333,-0.8277,330.18,0.0,0.0,31,,,24,0.967,0,3823.17,2.88334,16.731308,530.031,8.04358,18.52779,5251.67,15.447151,3.080639,,,0,,,,,465712415,,0.002874,0.016711,0.004805,16.731308,0.002874,3823.17
0.002722,,,,,,,,94104642,,,,,,,,,,,,14,Percentile,0.882,28.0,0,0.027842312777143,130.74457259278,-53.09836975369,130.74457384806,-53.09836981247,0.0,0.0,68,5318485735252703232,130.74438620561,0.0172,-53.0982679856,0.019,6.7328,0.0198,339.8893,34.17,-25.35,0.023,22.911,0.024,366,2.8347,446.25,0.084,1.929,31,,,27,1.106,0,19762.9,12.4758,14.947742,3302.77,12.7412,16.541346,25637.2,13.725718,2.815628,,,0,,,,,465712698,,0.002839,0.005033,0.004082,14.947742,0.002839,19762.9
0.159297,,,,,,,,94104828,,,,,,,,,,,,17,Pipeline,0.958,28.0,0,0.02725436933378,130.69702954869,-53.15632770704,130.69695898599,-53.15634065659,0.002,0.002,119,5318485112475587712,130.69677464323,0.0959,-53.1562372746,0.1098,6.5811,0.1054,62.4679,34.054,-24.871,0.122,23.261,0.137,285,2.0499,375.43,0.471,2.782,31,,,23,1.087,0,1318.83,1.872,17.886898,120.037,12.8057,20.140253,2057.22,16.464697,3.675556,,,0,,,,,465712669,,0.003157,0.115861,0.006244,17.886898,0.003157,1318.83
0.002131,,,,,,,,94105182,,,,,,,,,,,,17,Pipeline,0.850999999999999,28.0,0,0.02353812399732,130.77828939616,-53.26250808659,130.7782898682,-53.2625086067,0.001,0.001,119,5318480748787498112,130.77810910692,0.064,-53.26240439168,0.0635,6.5228,0.068,95.8734,33.788,-24.328,0.077,23.448,0.085,295,0.0124,321.32,0.143,0.4896,31,,,24,0.999,0,2312.71,2.7397,17.277065,273.516,6.75767,19.246084,3230.63,15.974676,3.271408,,,0,,,,,465713237,,0.003041,0.02697,0.005053,17.277065,0.003041,2312.71
0.003707,,,,,,,,94105777,,,,,,,,,,,,16,Pipeline,0.875,27.4887099941096,0,0.026702786997687,130.76472457279,-53.44922737371,130.76472285111,-53.44922727763,0.001,0.001,127,5318289472429930112,130.76453637384,0.0428,-53.44912708198,0.0466,6.4463,0.0475,135.5708,33.654,-24.987,0.058,22.544,0.062,342,0.3021,369.73,0.139,0.8641,31,,,26,1.011,0,3717.31,3.70392,16.761795,559.296,14.098,18.469439,5105.07,15.477892,2.991547,,,0,,,,,465537049,,0.00296,0.02751,0.00509,16.761795,0.00296,3717.31
0.004302,IC2391b084300-5354,08:43:00.4,-53:54:08,20190522,GS2019A,08:43:00.4,-53:54:08,94107183,DOUGLAS,h630079_f1r,2019-05-22,832,0.922,71.046,0.016,4.47,0.72,0.666,b,10,Pipeline,0.501000000000001,3.11502219453314,0,0.02721461105445,130.7516798477,-53.90212058825,130.75168086646,-53.90212162164,0.0,0.0,109,5317884439832479872,130.75150406752,0.0125,-53.90201899172,0.0128,6.4553,0.0131,491.9522,32.902,-23.437,0.016,23.092,0.016,317,1.2167,813.19,0.109,17.13,31,,,25,1.048,0,823613.0,1146.04,10.898059,434222.0,2013.82,11.244263,575834.0,10.347153,0.89711,16.48,4.82,5,5250.0,5.0,,,465541513,,0.003142,0.005757,0.005207,10.898059,0.003142,823613.0
0.003749,IC2391b084359-5333,08:43:59.0,-53:33:44,20190522,GS2019A,08:43:59.0,-53:33:44,94182717,,,,,,,,,,,,11,Percentile,0.523999999999999,2.25098480585256,0,0.030110617885082,130.99590000899,-53.56212537936,130.99589933223,-53.56212634006,0.0,0.0,114,5318272670517874560,130.99570584543,0.0088,-53.56201864071,0.0095,6.7405,0.0101,669.4222,35.437,-25.857,0.012,24.232,0.013,386,-5.1688,767.32,0.08,10.59,31,,,27,0.818,0,447180.0,653.706,11.561161,217959.0,1134.8,11.992605,329082.0,10.954637,1.037969,,,0,,,,,,,0.00318,0.006304,0.005755,11.561161,0.00318,447180.0
0.009189,,,,,,,,94182756,,,,,,,,,,,,17,Pipeline,0.902000000000001,28.0,0,0.032228790676735,130.95038563065,-53.54911393811,130.95038506645,-53.54911140761,0.001,0.001,106,5318273323353105536,130.95019181041,0.0545,-53.54900723816,0.0615,6.6793,0.063,106.0719,34.882,-25.834,0.077,23.438,0.082,357,-0.4612,380.71,0.199,1.073,31,,,24,0.982,0,2359.41,3.03265,17.25536,295.656,5.42424,19.161575,3366.56,15.929931,3.231645,,,0,,,,,465535951,,0.003089,0.020114,0.004967,17.25536,0.003089,2359.41
0.000958,,,,,,,,94183782,,,,,,,,,,,,15,Pipeline,0.863000000000001,28.0,0,0.027807690114053,130.89057705171,-53.2330156491,130.8905768483,-53.23301541233,0.0,0.0,95,5318293526879324288,130.89038679512,0.0217,-53.2329118152,0.0209,6.6064,0.0232,284.6948,34.619,-25.596,0.027,23.309,0.028,336,0.3462,347.57,0.0,0.0,31,,,27,1.012,0,13539.2,12.8563,15.358383,2454.48,14.0288,16.863642,17124.3,14.163865,2.699777,,,0,,,,,465711718,,0.002942,0.006804,0.00444,15.358383,0.002942,13539.2
0.004655,,,,,,,,94184079,,,,,,,,,,,,16,Pipeline,0.862999999999999,14.9397076085797,0,0.029933393093075,130.91396083768,-53.13212174784,130.91396226366,-53.13212271732,0.001,0.001,99,5318505285944674432,130.91378165498,0.0313,-53.13201547861,0.0344,6.6089,0.0359,183.9014,34.302,-24.381,0.041,24.129,0.045,362,0.0447,390.04,0.073,0.4071,31,,,26,1.001,0,5740.95,4.03556,16.289907,791.048,6.55177,18.093035,7847.71,15.011038,3.081997,,,0,,,,,465712000,,0.002859,0.009415,0.004164,16.289907,0.002859,5740.95
0.001108,,,,,,,,94184554,,,,,,,,,,,,16,Percentile,0.873999999999999,28.0,0,0.026223596618457,131.01935746323,-53.0004580066,131.01935705805,-53.00045781902,0.001,0.001,174,5318508309601658496,131.01917786048,0.0445,-53.00035298127,0.0445,6.5455,0.0485,134.9788,33.841,-24.265,0.058,23.589,0.054,343,-0.187,369.44,0.0,0.0,31,,,24,0.992,0,3318.08,2.65632,16.885149,423.737,7.05275,18.770802,4612.37,15.588084,3.182717,,,0,,,,,465705790,,0.002889,0.018285,0.004302,16.885149,0.002889,3318.08
0.001466,IC2391f084327-5257,08:43:27.9,-52:57:36,20200109,GS2019B,08:43:27.9,-52:57:36,94184691,,,,,,,,,,,,13,Threshold,0.810000000000001,28.0,0,0.026765216933274,130.86608320136,-52.95997217236,130.86608360727,-52.95997249785,0.0,0.0,169,5318510332522027008,130.86590463907,0.0098,-52.95986394064,0.0095,6.6129,0.0111,596.0891,34.423,-24.256,0.014,24.425,0.012,346,0.7882,342.01,0.0,0.0,31,,,26,1.029,0,87661.6,163.029,13.330343,28303.1,250.72,14.208957,87774.9,12.38947,1.819487,,,0,,,,,,,0.003416,0.010014,0.006834,13.330343,0.003416,87661.6
0.004261,,,,,,,,94185042,,,,,,,,,,,,16,Percentile,0.824999999999999,24.5721807810443,0,0.032681321474602,130.91007151099,-52.8486506183,130.91007342021,-52.84865035049,0.001,0.001,30,5318513459254598528,130.90988815273,0.0418,-52.84854967195,0.0388,6.4336,0.0433,148.4859,33.866,-25.175,0.053,22.653,0.05,332,1.8571,409.23,0.175,1.815,31,,,26,1.072,0,4856.38,5.94312,16.471586,650.344,8.40989,18.305685,6722.77,15.179025,3.12666,,,0,,,,,465707568,,0.003059,0.014315,0.006119,16.471586,0.003059,4856.38
0.000275,IC2391f084346-5250,08:43:46.9,-52:50:52,20200114,GS2019B,08:43:46.9,-52:50:52,94185045,,,,,,,,,,,,13,Pipeline,0.837,4.55121745066805,0,0.028588324907883,130.94522788523,-52.84782414842,130.94522776133,-52.84782413339,0.0,0.0,15,5318513532282032512,130.94504365804,0.0099,-52.84772021072,0.0092,6.6172,0.0104,635.22,34.243,-25.017,0.013,23.383,0.011,381,-0.154,350.52,0.0,0.0,31,,,28,0.994,0,79842.7,54.8737,13.431779,25499.1,72.349,14.322228,79380.0,12.498617,1.823611,,,0,,,,,465707555,,0.002855,0.004156,0.004126,13.431779,0.002855,79842.7
0.002557,IC2391b084426-5242,08:44:26.2,-52:42:32,20190522,GS2019A,08:44:26.2,-52:42:32,144752281,,,,,,,,,,,,11,Pipeline,0.430000000000002,3.08945062947557,0,0.028166070045227,131.10899754388,-52.7089798722,131.10899720019,-52.70898055133,0.0,0.0,16,5318521671232021632,131.10881511263,0.0113,-52.70887590023,0.0108,6.6041,0.0123,536.6763,34.214,-24.822,0.015,23.546,0.013,395,-4.4435,1069.72,0.111,20.02,31,,,26,0.844,0,573979.0,796.365,11.290128,289888.0,1344.74,11.682965,407736.0,10.721949,0.961017,13.84,2.47,11,5250.0,4.5,,,440866771,,0.00314,0.005758,0.005469,11.290128,0.00314,573979.0
0.001579,,,,,,,,144755157,,,,,,,,,,,,15,Threshold,0.811999999999999,28.0,0,0.03032526406397,131.05243015708,-53.62620161007,131.05243080287,-53.62620139656,0.001,0.0,133,5318269371982962432,131.05223908943,0.0231,-53.62609635692,0.0243,6.6603,0.0259,257.2751,34.828,-25.582,0.032,23.634,0.032,354,3.3473,457.85,0.124,2.615,31,,,27,1.128,0,12539.6,12.7529,15.441662,2154.81,11.9281,17.005022,16145.7,14.227756,2.777267,,,0,,,,,465535626,,0.002968,0.006626,0.004565,15.441662,0.002968,12539.6
0.002043,,,,,,,,144755455,,,,,,,,,,,,11,Threshold,0.603,4.92333661555774,0,0.028689170417318,131.04251152876,-53.72602161751,131.04251131771,-53.72602217121,0.0,0.0,35,5318267653995965568,131.04232332901,0.0087,-53.7259154464,0.0089,6.6873,0.0097,688.7202,34.683,-25.025,0.011,24.013,0.011,349,-3.2118,510.19,0.052,4.138,31,,,27,0.879,0,315151.0,455.287,11.94107,142489.0,757.561,12.454087,246085.0,11.270183,1.183905,12.63,1.28,5,5000.0,3.0,,,465532800,,0.00317,0.006411,0.005516,11.94107,0.00317,315151.0
0.008927,,,,,,,,144757228,,,,,,,,,,,,17,Pipeline,0.903,28.0,0,0.033202441823494,131.25795332534,-53.55785782758,131.25795713757,-53.55785681699,0.002,0.002,91,5318270604630115840,131.2577675925,0.0773,-53.55775839985,0.0867,6.61,0.0909,72.7147,33.647,-25.333,0.101,22.144,0.101,346,1.312,486.08,0.448,3.369,95,1.2062,0.0218,26,1.05,0,1491.83,1.7832,17.753065,165.502,5.60177,19.791533,2177.26,16.40312,3.388413,,,0,,,,,465508862,,0.003046,0.036855,0.005279,17.727474,0.003033,1527.41
0.004067,,,,,,,,144758965,,,,,,,,,,,,16,Pipeline,0.898,13.2325141776938,0,0.032879289622839,131.35295438752,-53.02296749212,131.3529560899,-53.02296796941,0.001,0.001,11,5318322182901778304,131.35277290085,0.037,-53.0228653514,0.0385,6.6433,0.043,154.6606,33.879,-24.792,0.049,23.089,0.045,332,1.7432,396.54,0.137,1.212,31,,,25,1.068,0,5114.55,3.74678,16.415348,771.725,8.52853,18.119884,6780.03,15.169816,2.950069,,,0,,,,,465702720,,0.002868,0.012319,0.004417,16.415348,0.002868,5114.55
0.007119,,,,,,,,144759078,,,,,,,,,,,,16,Pipeline,0.884,12.4140988694303,0,0.033041751722237,131.32845966946,-52.99049231055,131.32845679645,-52.99049135178,0.001,0.001,102,5318325511487968384,131.3282740785,0.0458,-52.99039205761,0.0509,6.4985,0.0521,124.8237,33.34,-24.747,0.059,22.341,0.061,361,0.6126,407.92,0.187,1.349,31,,,27,1.022,0,3178.05,3.47813,16.931965,414.487,6.80787,18.794765,4415.66,15.635407,3.159359,,,0,,,,,465702759,,0.003001,0.01805,0.004684,16.931965,0.003001,3178.05
0.002817,IC2391m084526-5252,08:45:26.9,-52:52:02,20200109,GS2019B,08:45:26.9,-52:52:02,144759493,,,,,,,,,,,,12,Threshold,0.681000000000001,28.0,0,0.029177061795884,131.36221480608,-52.86725109348,131.3622137542,-52.86725155086,0.0,0.0,8,5318328676892604800,131.36202653595,0.0085,-52.86714693549,0.0086,6.7026,0.0095,707.7354,34.651,-25.429,0.012,23.538,0.01,355,-1.3437,451.01,0.044,2.609,31,,,26,0.949,0,208700.0,459.533,12.388563,88179.3,650.671,12.975126,173374.0,11.650435,1.324691,11.48,1.97,4,4250.0,4.5,,,440863242,,0.003648,0.008484,0.006897,12.388563,0.003648,208700.0
0.007388,,,,,,,,144759807,,,,,,,,,,,,16,Threshold,0.863999999999999,28.0,0,0.025926674180208,131.23148959425,-52.77825731556,131.23149035359,-52.77825531534,0.001,0.001,179,5318517449291928960,131.23130598876,0.044,-52.77815180158,0.0431,6.703,0.0488,137.2722,34.236,-25.093,0.058,23.291,0.055,352,1.7529,438.02,0.23,2.639,31,,,26,1.066,0,4062.45,4.00561,16.665396,532.405,5.0868,18.522936,5712.27,15.355873,3.167063,,,0,,,,,440866447,,0.002956,0.010742,0.004932,16.665396,0.002956,4062.45
0.002359,,,,,,,,144995898,,,,,,,,,,,,16,Percentile,0.870000000000001,28.0,0,0.02370679487562,131.47401137133,-53.16821782049,131.47401101976,-53.16821844107,0.001,0.001,117,5318308610805052672,131.47382344827,0.043,-53.1681142048,0.0476,6.6573,0.0511,130.1623,34.498,-25.3,0.057,23.453,0.057,326,1.8424,400.37,0.194,1.882,31,,,25,1.073,0,3995.86,3.65835,16.68334,552.267,9.48216,18.48317,5462.15,15.404488,3.078682,,,0,,,,,465500917,,0.002929,0.018849,0.004417,16.68334,0.002929,3995.86
0.003147,IC2391b084547-5325,08:45:47.9,-53:25:51,20190522,GS2019A,08:45:47.9,-53:25:51,144996772,,,,,,,,,,,,10,Pipeline,0.381,0.759998045719311,0,0.031715321201861,131.44978847351,-53.43072793709,131.44978749973,-53.43072859094,0.0,0.0,17,5318296275658773888,131.44959386296,0.0104,-53.43062353867,0.0113,6.768,0.012,564.3521,35.107,-25.958,0.014,23.637,0.013,337,-2.2177,662.29,0.085,9.094,31,,,27,0.914,0,1715310.0,1792.73,10.101507,949878.0,2922.98,10.394372,1107410.0,9.637128,0.757244,15.83,8.73,4,6250.0,4.5,,,465506579,,0.00298,0.004353,0.00463,10.101507,0.00298,1715310.0
0.001633,IC2391b084615-5345,08:46:15.3,-53:45:23,20190522,GS2019A,08:46:15.3,-53:45:23,144997798,,,,,,,,,,,,10,Pipeline,0.370000000000001,0.889038473139925,0,0.033711021348116,131.5636444734,-53.75625838505,131.56364466535,-53.75625882415,0.0,0.0,16,5318229274167094656,131.56345905032,0.0118,-53.75615647845,0.0118,6.6867,0.0133,502.3663,33.763,-24.691,0.016,23.028,0.014,314,-0.3131,755.7,0.102,14.07,31,,,25,0.986,0,1520810.0,1505.57,10.232181,833041.0,2528.23,10.536876,984582.0,9.764766,0.77211,16.0,0.83,6,6250.0,4.5,,,465504319,,0.002958,0.004318,0.004645,10.232181,0.002958,1520810.0
